session_id,dataset_id,legacy_dataset_name,current_raw_path,target_raw_path,mapping_scope,migration_status,notes
session_2026-06-15_17-30-48,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-30-48\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-30-48/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-31-06,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-31-06\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-31-06/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-31-26,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-31-26\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-31-26/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-31-46,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-31-46\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-31-46/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-32-06,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-32-06\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-32-06/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-32-58,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-32-58\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-32-58/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-48-28,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-48-28\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-48-28/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-48-45,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-48-45\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-48-45/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-49-09,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-49-09\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-49-09/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-49-35,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-49-35\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-49-35/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-49-58,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-49-58\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-49-58/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-50-25,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-50-25\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-50-25/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-50-51,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-50-51\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-50-51/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-51-18,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-51-18\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-51-18/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-52-00,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-52-00\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-52-00/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-52-26,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-52-26\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-52-26/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-52-53,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-52-53\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-52-53/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-53-20,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-53-20\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-53-20/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-53-47,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-53-47\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-53-47/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-54-18,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-54-18\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-54-18/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-54-52,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-54-52\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-54-52/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-55-19,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-55-19\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-55-19/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-56-47,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-56-47\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-56-47/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-57-18,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-57-18\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-57-18/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-57-42,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-57-42\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-57-42/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-58-33,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-58-33\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-58-33/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-58-58,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-58-58\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-58-58/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_17-59-28,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_17-59-28\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_17-59-28/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_18-00-00,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_18-00-00\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_18-00-00/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_18-00-48,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_18-00-48\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_18-00-48/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_18-01-39,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_18-01-39\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_18-01-39/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_18-02-21,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_18-02-21\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_18-02-21/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_18-02-53,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_18-02-53\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_18-02-53/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_18-03-22,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_18-03-22\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_18-03-22/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_18-03-57,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_18-03-57\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_18-03-57/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_18-04-24,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_18-04-24\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_18-04-24/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_18-04-58,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_18-04-58\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_18-04-58/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-06-15_18-05-31,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-06-15_18-05-31\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-06-15_18-05-31/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_16-34-35,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_16-34-35\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_16-34-35/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_16-34-51,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_16-34-51\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_16-34-51/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_16-35-08,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_16-35-08\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_16-35-08/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-00-59,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-00-59\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-00-59/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-01-18,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-01-18\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-01-18/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-01-33,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-01-33\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-01-33/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-01-48,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-01-48\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-01-48/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-02-04,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-02-04\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-02-04/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-02-19,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-02-19\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-02-19/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-02-35,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-02-35\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-02-35/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-02-51,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-02-51\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-02-51/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-12-24,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-12-24\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-12-24/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-12-40,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-12-40\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-12-40/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-12-56,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-12-56\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-12-56/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-13-11,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-13-11\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-13-11/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-13-27,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-13-27\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-13-27/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-13-42,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-13-42\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-13-42/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-13-58,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-13-58\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-13-58/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_17-14-14,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_17-14-14\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_17-14-14/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_18-03-20,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_18-03-20\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_18-03-20/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_18-03-35,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_18-03-35\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_18-03-35/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
session_2026-07-13_18-03-51,ds_mcvey_2026-06-14,McVey,D:\Data\McVey\session_2026-07-13_18-03-51\,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_mcvey_2026-06-14/session_2026-07-13_18-03-51/,session_root,planned,"Fresh upload from external drive. Local source path, not GCS."
