session_id,dataset_id,legacy_dataset_name,building,capture_date,raw_path,processed_path,oneformer_batch_id,quality_tier,label_status,split,published_dataset_version,checkpoint_usage,notes
session_2026-07-20_18-49-27,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-49-27/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-49-43,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-49-43/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-49-58,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-49-58/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-50-14,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-50-14/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-50-29,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-50-29/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-50-45,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-50-45/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-51-00,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-51-00/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-51-17,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-51-17/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-51-58,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-51-58/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-52-13,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-52-13/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-52-29,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-52-29/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-52-44,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-52-44/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-53-00,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-53-00/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-53-15,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-53-15/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-53-31,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-53-31/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-53-46,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-53-46/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-54-19,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-54-19/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-54-34,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-54-34/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-54-50,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-54-50/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-55-05,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-55-05/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-55-21,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-55-21/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-55-37,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-55-37/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-55-52,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-55-52/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-56-08,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-56-08/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-57-07,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-57-07/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-57-23,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-57-23/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-57-38,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-57-38/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-57-54,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-57-54/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-58-09,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-58-09/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-58-25,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-58-25/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-58-40,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-58-40/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-58-55,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-58-55/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-59-29,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-59-29/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_18-59-45,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_18-59-45/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_19-00-00,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_19-00-00/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_19-00-16,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_19-00-16/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_19-00-31,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_19-00-31/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_19-00-47,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_19-00-47/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_19-01-02,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_19-01-02/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_19-01-18,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_19-01-18/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_19-01-52,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_19-01-52/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_19-02-08,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_19-02-08/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
session_2026-07-20_19-02-23,ds_buildingunknown_2026-07-20,imu,unknown,2026-07-20,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_buildingunknown_2026-07-20/session_2026-07-20_19-02-23/,,,silver,raw,none,,,Uploaded from external drive D:\Data\imu on 2026-08-26. Building unknown; captured with IMU-enabled recorder (dca_realsense_recorder_imu.py). Resolve building in manifest per DATA_LAYOUT_PLAN sec 12.
